Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,-0.20882569367105547,-0.9994207960625839,-0.20517515898045607,0.5884460774197315,0.4618931443583394,0.5472334532147661,-0.21326852531287477,-0.9875366573668467,-0.20670592840343538,0.04001580751878838,0.03413082266123218,0.060541063212520084
2,-0.15374950468759183,-0.43007413872455763,-0.7408899673807527,0.3324282781009085,0.4405219254858164,0.2987781545271842,-0.15720010768655945,-0.4181198298719999,-0.721443949322651,0.03935624994037586,0.030888788495140762,0.06281154493117068
3,0.029805939914440083,1.1897999951472895,-0.34389793924819717,0.4882977364302235,0.45371555532217167,0.580895998553761,0.037575032554900877,1.19784313116241,-0.3130630910966532,0.042610224407763436,0.02637410613362143,0.06502799272801468
4,0.46639761793195106,-0.1449857739683284,1.107583336157318,0.3031797255649411,0.2716662985959507,0.9227963719099155,0.46901314320655485,-0.12200826847593671,1.0731564698889633,0.037162458701784196,0.03265348482070114,0.06585539643276063
5,-0.276879068755362,-0.8709968946824473,-0.1279052036670157,0.6218007422251521,0.47781836511666287,0.8594580845319627,-0.25949467655369735,-0.8752482821654257,-0.14786837995494473,0.052575241362260314,0.037764875688703875,0.06009521695585137
6,-0.153039870675979,0.09586775878145856,-0.9548627820272371,0.44957041683452437,0.46068581478564946,0.8025322109815648,-0.1519155050856409,0.13168663984243067,-0.9011748814701901,0.054467147834509594,0.05214243262043774,0.06793283762329294
7,-0.23264907470195298,0.5002707187591063,-0.2719548912788707,0.4285018003936617,0.2975897338719558,0.467721619169783,-0.22909577383246948,0.5094032434240702,-0.2728597833225501,0.056705961384112755,0.05490518199888048,0.06457369354720928
8,0.15713155998389902,-0.3478513279025494,0.43191796170846686,0.2882682997114101,0.4834687171218025,0.4245535296597763,0.1530765935687004,-0.3445426182650173,0.46486616868603914,0.03952260406864645,0.042251848559600444,0.0695023589478799
9,-0.07909804287738094,-0.6309596078651121,-0.2764693337844971,0.2816334093572603,0.19631911391458434,0.3758091816285125,-0.08014964249969192,-0.6303377591148085,-0.27140018143263744,0.03549304522154253,0.03012732346408284,0.06048944753728357
10,0.5284610056562625,-1.676534170621308,-0.296246588517407,0.26361444838185294,0.16997520818290532,0.37628601276844786,0.5327417082495748,-1.6624273129731362,-0.2906844651532585,0.05439483159825242,0.04044119767926006,0.03954065918618513
11,0.030311021470652552,-0.47550548825217615,-0.13936671727260944,0.2684003023024407,0.16582020260285554,0.3901953418505902,0.032313629465194116,-0.4689461796190686,-0.1298730835763937,0.03562841283210709,0.030993770716547728,0.06106750962872742
12,16.33184118986447,-12.01453080260638,11.001938694721238,8.02135427935091,5.423730285512162,11.556867561367154,13.739583477800958,-12.512902799428192,12.41772787912678,0.23997892600600212,0.252907694419157,0.1955872918783041
