Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,-0.3885604849970392,0.08229594284727278,-0.05378541965971886,0.11463185622297663,0.11463185518264311,0.1146318558559703,0.0033452582129431807,-0.026880985673656963,0.07369022257559253,0.033339413545091956,0.03333941633838086,0.033339416159887884
2,0.009246932179000744,0.23110996695454078,0.021058917700704893,0.11463185793045565,0.11463185691831576,0.1146318533489853,0.08780381205756271,-0.011847866912731974,-0.029704246414114177,0.03333941658382414,0.033339416611844315,0.03333941584694032
3,-0.19001834261724593,0.2296795187541939,0.13204479116580325,0.11463185696327198,0.11463185633188341,0.11463185735157572,0.08439206831454005,0.0023034418948371105,-0.00441044494159315,0.033339416806905615,0.03333940963674438,0.03333941536158316
4,-0.03911103165881613,-0.03062413139900899,-0.5238174883175755,0.11463185574979431,0.11463185661276094,0.11463185663356792,0.025167730498874774,0.057308102812104966,0.08587505090623404,0.033339416645102,0.03333941612160221,0.03333941623547765
5,-0.1650718875617707,0.1397333423491337,-0.056370592129895716,0.11463185548699549,0.11463185565027185,0.1146318569084766,-0.010515092027008066,-0.026516098773103236,0.02153716023827321,0.033339415340800316,0.03333941652087074,0.03333941630615328
6,-0.031044772121149755,-0.09490813029287581,-0.07260308396579436,0.11463185455179102,0.11463185513068565,0.11463185917601255,0.01160060637701732,-0.03662306533197546,-0.10378257629456576,0.03333941646822275,0.03333941647336892,0.03333941643325253
7,0.07041082205358318,-0.17088373740775276,0.3351785272661994,0.11463185475394141,0.11463185749674915,0.11463185641131367,-0.027891986733347363,0.030794094812623074,0.02756175674716577,0.03333941596994604,0.033339416080478114,0.03333941635501655
8,-0.2213180583276284,-0.06551717958980463,0.19109017255371819,0.1146318566116974,0.114631856003304,0.11463185713650266,0.07138876442451125,-0.013836786038648352,0.056515482017888474,0.033339416481589994,0.03333941624421003,0.033339416585524674
9,-0.09650561588920684,0.006263577793988118,-0.06904539528757378,0.11463185571440968,0.11463185793268729,0.11463185699927497,0.017645598087330912,-0.005744999132951456,0.01360608182019273,0.03333941623393992,0.03333941800878368,0.033339416059419126
10,-0.11259375250953971,0.15536428180056183,-0.3051604439864093,0.1146318552839519,0.11463185534328911,0.11463185682216928,0.018880894527290023,-0.004923514194659084,0.005854368952711548,0.03333941568579783,0.03333941715066503,0.033339415478299855
11,-0.08024507064020536,-0.008922478632142239,-0.0718652774406725,0.1146318561460533,0.11463185762870129,0.11463185698013896,0.018245454822046314,-0.007383873338360436,0.005266764302619409,0.033339416517117276,0.03333941708049915,0.033339415810761566
12,0.10658061057001189,1.3858655076581519,-1.8070611685006375,0.11463190876495248,0.11463185314447476,0.1146318563574676,-1.0143857594620118,0.8699298185725728,-2.812123015944627,0.0333394166651206,0.033339416399328956,0.03333941648942347
