key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.23010831999999998,0.14569107658111413,0.043930988573661775,-0.2526421274210606,0.043146666503339696,0.24972605048400354,0.04580950385164048
2,0.08191532000000007,0.24703697986850948,0.052468217824787375,-0.12668906649606737,0.04210616650561446,-0.017974834625118064,0.03879495439120802
3,0.33119487999999997,-0.2963628027055858,0.05618139403888763,0.0033560277041587705,0.04928992006743869,0.21975563469871062,0.04813321972282446
4,-0.1916176,0.3547976959805652,0.04938929441327322,0.4233642797782211,0.054329528671195206,-0.09083731116518479,0.04324065822079424
5,0.05798318000000002,-0.13395812575462784,0.052855252588424904,0.05059410634646477,0.043836241483694555,-0.13501468160402652,0.053469426613187494
6,0.03646033999999998,0.342613376063575,0.04297314276751102,0.10970193377757642,0.040049854126150516,0.2544816532982779,0.048057549569968404
7,0.09476479999999987,-0.18401205859874636,0.048225821825477765,0.11511006858724027,0.044788412155304554,-0.04610739714594203,0.05751431986528881
8,0.02730507999999998,-0.04707611485116736,0.044715152818268676,-0.13181037273424723,0.043231113529979014,-0.04653322891130074,0.05944760581577845
9,-0.06071369999999998,0.13478567688882492,0.038549265613766794,-0.16318130916048512,0.04281182009626919,0.09218649105280718,0.05117938869450091
10,-0.06729906000000008,-0.04953062831241972,0.043448049932907316,-0.13626399092286146,0.048124097406124944,-0.06055151904676492,0.05386824645799566
11,-0.06360485999999999,-0.19491390092130167,0.04825664750282032,-0.21969350672286592,0.049453976315546835,-0.14691070140273865,0.046191895326939104
12,-0.35780604,0.040965518138982304,0.043227991511372216,0.13194001028725696,0.04718298683306289,-0.222681480986342,0.04038694608233248
