Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,0.35320273951794284,0.4089964104530572,0.012924276627293507,0.18826140897342394,0.22855043961108004,0.16635592386068399,0.37342032614715703,0.3968977944296552,0.021337952999837984,0.0147958451703919,0.012801153275056031,0.020828850222509864
2,0.5274695233075346,0.18164237278885842,-0.19953002303419132,0.23471542303938792,0.19364644547771226,0.2294163733579138,0.5422238040599416,0.18915901564154003,-0.1986683339607517,0.014017187578907457,0.01150658565546754,0.021542894046615853
3,0.10403847244273823,-0.18621570686550742,0.3322256110349054,0.17374580364794176,0.23073534054304415,0.14509627440972928,0.11776355974524022,-0.18562241748858543,0.34768266110555096,0.015084226257101395,0.009659284151559564,0.022113585089048378
4,0.10495459150679158,-0.14553410912204923,0.142494623766301,0.19963488754317846,0.14872464336367924,0.189294930240555,0.12187962135120234,-0.1436948678343748,0.14380848535278912,0.013234053907059814,0.011842073335216773,0.02209414429999001
5,0.13906226853776363,0.1281167816925411,0.06533046544009348,0.18448892994139862,0.1532358276605637,0.22856752101435968,0.14446407420062668,0.1285691924466501,0.0803732955753862,0.019018286080973668,0.013906265292804674,0.02039278389821566
6,0.6085334947179579,0.12112171710388715,-0.27714681403379476,0.2185293445075934,0.2013919823257059,0.185011284482,0.6060098643085762,0.1259908519273753,-0.26515240034161325,0.01944127453921341,0.018246281199530156,0.02282365800114601
7,0.3735696674240257,0.07920198019027583,0.11396125967020873,0.18004328621691723,0.17731847961897063,0.20903460548671382,0.37889850050374296,0.075681502593826,0.11721610409442262,0.02030411206893104,0.019417780256321376,0.02212385127915587
8,0.03961802672860057,0.1331529338365928,0.12371630882725437,0.27341935685107255,0.18570237747694088,0.14157094866925907,0.036048885992839286,0.124141423628776,0.1328653840506877,0.014494084138272747,0.01517518427127044,0.023984733382090968
9,0.2407837020024979,0.020799881280403137,0.01256332134397307,0.16800976798293402,0.12600788271631197,0.14402868279403191,0.24733042329811616,0.018028447656529556,0.02101305124974695,0.01287458044957463,0.01112984633897449,0.02028988469080256
10,0.2183775487503933,0.24305410306608483,-0.33405379098248494,0.17039878665990127,0.12344489903935031,0.13830922940803406,0.22511259648918946,0.24100702101994986,-0.32563589257070974,0.019363989369312353,0.014434153781672891,0.013377518597506688
11,0.25384465275279755,0.026835495682826734,0.01646791242378132,0.16993721969499379,0.12529933680063304,0.1367442580290785,0.260662569424015,0.022862891997779466,0.023921188850909436,0.012848179868437745,0.011417246179389866,0.020499877042225348
12,0.7524014785163196,-2.7224442389895285,11.134115408297747,5.518516097176638,2.1219339436846396,3.022892935006672,0.0692627550420738,-2.3975849650607253,10.965135145050954,0.10659711314919323,0.0797691509332541,0.07598938543590177
