Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,-0.05332520911962463,0.05974089854801884,-0.025282102031099544,0.2975987135118054,0.5552997516803104,0.554482711287346,-0.05898772880628922,0.08046479978742094,0.03951445635758821,0.04505958133125662,0.03718691834964736,0.06500011703873433
2,0.18855576682204553,0.11199751244641809,-0.4576556393875966,0.45577402808069756,0.8751803377769846,0.6376841581637518,0.163337782378696,0.13643566474770225,-0.44907649815803885,0.04306250181967588,0.03407704889242988,0.0670855049661496
3,0.49569397137969096,-0.09632291191446671,-0.06429186624111383,0.4772772211440638,0.31250349348789586,0.7265151240076662,0.5176969470603444,-0.043909931171770555,0.028858438873573533,0.04719007272359769,0.028621406662341187,0.06888947580639947
4,0.19443101459058398,-0.8625554988393517,-0.33389705076690757,0.72734938180261,0.6516619845747761,0.8568084220758585,0.2036248355895457,-0.8656975932059836,-0.20841368918137204,0.040771602999426955,0.03668049190076703,0.06945536916605344
5,-0.07473570251333302,-0.2859886531492278,-0.14406653774229214,0.48689286497283024,0.8375710083535588,0.7875025989036148,-0.08045047038542474,-0.24694365714309652,-0.05659967640994745,0.06192106314826256,0.04221432801717052,0.06382418593918841
6,0.03339109821120493,0.2569393611641335,0.4506333454618778,0.7933735713708435,0.5693719052135103,0.32073845202236667,0.04624741691141532,0.2640631761865292,0.4900827087864891,0.05938466600319905,0.05509431387276877,0.07095946652347075
7,-0.5287613543044144,-0.08899412118186895,-0.3067679170478631,0.6733994178829298,0.6402893717715423,0.4923410305097493,-0.5013884634460073,-0.05773981435266817,-0.290734085838219,0.06195904508631138,0.058733530591909416,0.06890468582803892
8,-0.49566889359286653,0.003688005242861916,-0.06479277392135592,0.3379801470080183,0.7706148097186434,0.5373138090436009,-0.5065036584207199,0.04948832463574648,-0.01942415430648614,0.04419925321604112,0.04545026954091844,0.07525212451098447
9,0.07096626296697937,-0.09168319625472744,-0.45957540868655355,0.1319468848951776,0.48478363442751415,0.40678934511353254,0.07844859027052609,-0.059581016572214374,-0.39477265984237997,0.03932586644211669,0.03234578585542553,0.06288398532432206
10,0.020398340303835093,-0.06392194881921236,-0.7166002576873436,0.1634446796946738,0.4886049501478193,0.7601792944004728,0.027161071859587715,-0.03517179688510352,-0.6457251313269787,0.059373455562704416,0.04294660783890215,0.04161185369000035
11,0.03872668206371729,-0.17688171510934467,-0.49755182410752224,0.13218330608273665,0.4859678814393564,0.4226504688562687,0.04691022742167705,-0.14226674676364115,-0.42941571465752815,0.03930223133554352,0.03324032820819804,0.0635299146911991
12,-19.576321179404697,10.834867498821584,-7.4894225183268945,19.612252814227777,7.9740240571209045,10.178654545406781,-11.282138927953413,11.121396681209665,-4.16185409194135,0.3123837039884755,0.25498316484319206,0.21663033901122794
