Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,-0.0761408687569545,0.0012401229772989336,0.16161357864718096,0.15899695116561416,0.33234992113124817,0.3309286842004201,-0.1104481642519084,0.10414896371920801,0.19967493863564267,0.06882781058681806,0.0652730144253854,0.06595948997997456
2,0.2870549672764759,0.2414447204096193,0.23738540097371943,0.1815200560645886,0.3370589625092414,0.34037561430115665,0.28415837063480875,0.1986225213966507,0.2676644995474741,0.06326115086326187,0.06358036804794395,0.0616977663080857
3,-0.041153458030121624,-0.19191373132246414,0.28881132748263644,0.28596248878328046,0.1780058556183849,0.611068455637223,-0.12444921180168311,-0.27467493611836763,0.4043785684627538,0.07140495084217167,0.06958414773493568,0.06843404787272053
4,0.1458131350648145,0.05199129866293964,-0.1292609588041393,0.31709648306817306,0.43458161934035583,0.18890222779640817,0.1361980544502921,-0.01078133008915283,-0.08925438538748076,0.07047638635119724,0.06687327104812119,0.07781862132397463
5,-0.2946357395103365,0.206890290846693,0.12081371096584925,0.34071732679288796,0.31453904762487717,0.32509441607649986,-0.19647348955058908,0.23618986815451248,0.12730054627355902,0.06985741208750429,0.06374324489803156,0.07408741354584689
6,0.10235984110655083,-0.10533454019889626,0.44509968031078684,0.4303362683364502,0.18985419241196141,0.3876227300725483,0.038231324208470086,-0.09537109289713586,0.5665983754344662,0.07592190019434004,0.06950593969705446,0.07471963015205678
7,0.3898941572982204,-0.11368122406080342,0.5306437913839219,0.1527608713974714,0.30725940943240476,0.3359937020461769,0.34057139133583114,-0.18593391070527998,0.5400218842551516,0.0657133613357464,0.06731830836685734,0.062234426274476715
8,0.06322733017309805,-0.08606122224899261,0.2688392818232769,0.19443497072248153,0.4156446054719708,0.38039021053140565,0.0649265922062745,-0.07127310866340686,0.303254567326956,0.0681153588390296,0.06341636625626422,0.05691114523259547
9,-0.0023689577720199446,0.0029330984636685865,0.17371680312692486,0.09390012850138496,0.18799544162881082,0.21481755490227986,-0.002031046656655988,-0.009429665448505764,0.19278085829654054,0.04431137113587026,0.04887689533347197,0.04655640509163788
10,-0.04837681415601138,0.10706373221217068,0.16991656904494995,0.08001135196481043,0.16719742713134889,0.2689499221562668,-0.039789950795962016,0.08941998054814582,0.17617152838645433,0.04292980360956782,0.050617429643803676,0.047465113612155864
11,-0.011155194241201464,-0.03101799469805346,0.18374513132825604,0.10541576328402108,0.1954023186971549,0.21155786547643862,-0.011223113925913497,-0.054611192863450286,0.19844454637283016,0.044057827380142654,0.04850832998329947,0.04674672251921698
12,3.1156105884796714,-1.6398695035208077,-1.836982849030287,5.419560359607373,1.9673197448097905,5.250189423886042,-9.313620199478372,1.8694092627089463,-2.175777156732216,1.4639103683942931,0.7180687227987829,1.6808842549118195
