Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,-0.1307870758285862,0.793065513353111,0.6604530126699492,0.6804788498905227,0.3264671004647098,0.7261622374158326,-0.119190578673944,0.865489581731447,0.610406629065431,0.0326781802207877,0.027483757454855533,0.03204026670395995
2,-1.9628660693418503,3.1728423548843603,-1.6500213652524474,0.5594689633824835,1.510400857046745,1.1385576414015526,-1.891470084598006,3.4737878961578303,-1.4851209945812145,0.03064445356961266,0.029118493072510163,0.03379039042715892
3,2.2590667083578615,2.3489850239048384,-0.9861826296263836,1.4790170004581853,0.0908218949835208,0.3658806874167999,2.5488493003633534,2.3288638248163736,-0.9219515185004504,0.033908503113015,0.030706609119972257,0.03316498199571179
4,-0.03338492129978802,3.800775377813701,-2.8963601166072266,1.742354943570831,0.14737758007194549,1.2556471876134685,0.3358162225788708,3.798026753116918,-2.668434878211018,0.03476356992810804,0.030329921784439624,0.03484442792202934
5,1.2363754038850536,1.1872238206741577,-2.096468171155426,0.21528816879312734,1.2733665696060954,0.359565182378928,1.2629889892968449,1.480840106981029,-2.080610793344819,0.04310464911209227,0.0333177183547322,0.03305413205860158
6,3.6174592358555744,1.0824851256658854,-2.7288792518324674,0.04273024253371958,0.2983428858843817,0.6530543685178392,3.623599487313012,1.0065484243828464,-2.703519845402316,0.03174672907105459,0.027302141625955498,0.03514194445380749
7,-0.299082027604396,0.41101272221692353,-0.5232809313682363,0.5918334066074227,0.6523502348928782,1.0385399001183202,-0.33565854223984926,0.4958099520281295,-0.3886376880505502,0.029901606884105845,0.028818277149479245,0.03057772853664347
8,0.2559715355168374,1.102886011721703,2.0164824574753597,0.4467012619437921,1.5737366377457511,0.0876726619869368,0.3059347906925409,1.0017922094283893,2.0310081825843853,0.027434072206364887,0.027828528611681808,0.032169939706285455
9,0.8461109775888784,1.5040216866746503,-0.41273662222812546,0.22532731487761198,0.02744678827262853,0.41266665375059025,0.8721443257005874,1.499608169358676,-0.4220600137554106,0.023135521769987174,0.02059347083820084,0.026094377856422154
10,0.96113072419571,1.3302810029378824,-0.5924522732318093,0.08448746756067933,0.23168786928915258,0.4745506624358165,0.9682188995387411,1.2928273800386711,-0.6151036690677646,0.02724762493784831,0.02054244963998254,0.024716508500720945
11,0.8691473114757146,1.1518118511062352,-0.5991618601283213,0.10806229492684953,0.17145229195318937,0.5330239144880359,0.884739294068118,1.1278247280585414,-0.6344336609524421,0.02328497270247034,0.020514519394613046,0.02585771356659157
12,-85.45938015621044,19.00540734070443,6.215766268086922,28.056617621917837,13.013961151668886,1.4980523526002778,-99.32299965441547,19.631963643482102,6.294685079386104,0.9588367100405356,0.43336891197281524,2.384022176107335
