Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_err,Y_zero_err,Z_zero_err
1,0.5943838843740945,0.7032574098314893,0.13243515408093762,0.28332163846718983,0.34463090598696355,0.27868036524667555,0.030217880003965497,-0.01402920235045764,-0.02364477531300051
2,-0.15187641533998109,-0.04261525146643684,0.22252832279261,0.24028439361006848,0.2465059566164049,0.272541710627798,-0.003913336441811116,-0.08226765408484539,-0.023612713981671196
3,-0.35302383096842443,-0.4069368092222728,0.2999479339887346,0.418222100007779,0.23757657307542587,0.33619708331727755,-0.008004168111697782,0.03605434982736939,0.015884724519787324
4,-0.12149372436361251,0.03510385718901185,-0.36916500493211796,0.4743753845656228,0.28941106050059096,0.1502093351290166,-0.025352271013653307,-0.03034567856315429,-0.05061794688868198
5,-0.20160471745979863,0.5181365830334651,-0.4470480704835949,0.25995731861777316,0.28761212554647864,0.3447539857524431,-0.007472331834414476,-0.06837269218812755,-0.02968017406394277
6,-0.38111739615941714,-0.40739956312013365,0.636820712895312,0.3594548611240172,0.31301297687323465,0.19998025049669105,0.03377264730544708,-0.01232161866218576,-0.0021704996724027934
7,0.3137246009723508,-1.0756434844141758,-0.19290639398575868,0.3086416549059336,0.3629351734857166,0.15059736540268379,-0.004549538007527895,0.01814992849742259,-0.002334547313824686
8,-0.43644942422947486,0.24099808993271532,-0.03800105854936108,0.21149896901957393,0.18964539782854614,0.14933587431874035,-0.024345301022252096,-0.07110765457224676,0.028652777045640856
9,-0.05739286050482646,0.1378188772753154,-0.018664858260135194,0.1975982716670382,0.15305304032444816,0.15687044682141066,-0.0006202334277113637,-0.035633735747119206,-0.004774093257611238
10,0.05095405048175523,0.7079462176916383,-1.0163529740263573,0.21496703494376276,0.1855622325759348,0.1918580865262149,-0.00042855856370292543,-0.03854162178855117,0.009803795392486941
11,-0.07937071916423642,0.15035239925376362,-0.06202956990177986,0.21262155455717122,0.14964324326459214,0.15612780898245787,0.010452755953167059,-0.027758941918040497,-0.0029681465993059747
12,19.29478979674115,-10.345590164550481,11.52902668192978,8.31475480198295,2.44373881060177,5.727763478246047,-0.6247246192824585,0.04211268482910586,-0.9987521906154354
