Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_err,Y_zero_err,Z_zero_err
1,0.2933311918347162,0.3824287752722939,0.05621896168234013,0.16993381679647399,0.09348641655629412,0.32303885478910416,0.09751951239994452,-0.07592791093348614,-0.1483273769611447
2,-0.13237250954907842,0.749787630885821,0.2727588480584396,0.0867648057094003,0.13943835937687776,0.23507238614722603,0.08277168339213693,0.05840329331934271,-0.12271854945746516
3,-0.4723015170949088,0.27882074756971775,0.08544421308010453,0.14304836642577343,0.37116371296880146,0.20613537275062638,0.05863936884667588,-0.10423899754887378,-0.11481285774571204
4,-0.32778337285513026,0.09389233654561153,-0.11198877101010991,0.15181716535234602,0.21371182428082908,0.27963838264387203,-0.05019648723469823,-0.006902087065323779,-0.18451012324545418
5,-0.09873843040134944,0.46508217932436996,-0.3469093015400746,0.26277254572793723,0.1836221030552356,0.11588381857090892,0.05813159694308848,-0.019490382025798263,-0.000520941702762105
6,-0.4949653136455094,0.7795017009122411,0.291051023588067,0.22725747211546332,0.13943902440344508,0.27112081566404567,0.053127557593350236,-0.06083014932364624,-0.077180907163425
7,-0.9594941266686995,-1.2226296027486403,-0.3152980106304865,0.2072036094405724,0.35283815535848706,0.20728910436980122,-0.08064245314227345,0.007468369023318008,-0.007108269123734636
8,-0.18300825669444656,0.5446260164774482,-0.40757091937052276,0.17379620062659093,0.13322073288579048,0.25375428094197583,0.08733566133566882,-0.041215921158653454,-0.03815800059240008
9,0.016980282439456967,-0.3136898738123922,-0.29889245088579885,0.20750895061558378,0.10962883333047047,0.15905472832218526,0.016469606217965938,0.06389637350487336,0.006270291420636216
10,0.0008382756264883039,-0.28866411999339037,-0.26736088408074044,0.22264390689231378,0.12601020601081775,0.17925764242851405,0.012039359919727974,0.07063375999535905,-0.0003679656552402202
11,0.018570296063642695,-0.286358123936396,-0.2830228955334684,0.20879696763417985,0.12384093181304434,0.18006292211958624,0.012893983300303684,0.06640094761555648,0.010685234236735019
12,2.769760916554827,-2.2481445997497365,7.836155947361201,3.2587129998040583,4.283198217068469,15.20433471301129,-0.9503823511035264,0.024571239209732157,0.5000893620884556
