Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,0.07054562118888297,0.07045794312420935,-0.38153879551060643,1.07441019742406,0.6950314285502657,0.862188225312955,-0.008656890693502506,-0.0015502892233237454,-0.008664943505752212,0.08795970731639713,0.05690076569167615,0.07058554368251509
2,-1.1274614140274657,-0.4309181241952355,-0.3063853591389274,1.1617846668915859,1.168772303073925,0.9280506855222728,0.013322020532705418,-0.028753199674131147,0.005082588692979839,0.09511287535332992,0.09568493983492866,0.07597756497685607
3,-0.2992864175579701,-0.5434320227791762,0.12052754379595976,1.0726218366456546,0.8888687553335911,0.8776618471881502,-0.01869051577406835,-0.04520283364477331,-0.0033513228856489885,0.08781329920525897,0.07276982329448614,0.07185233381679236
4,-0.060710781215566945,0.2515400434299328,0.0677926151646734,1.1113661671485398,0.8506038076184783,1.1891380757313874,0.046211337536596564,-0.09026261195632672,0.05328765440200701,0.09098521419222036,0.06963715331771565,0.09735224948268083
5,-0.04339379692606804,0.4286027165983881,0.3445481906858556,1.0487173993188637,0.9691355473443743,0.9188424384118349,-0.03301841865391064,-0.12995121205861884,0.0017638472326021448,0.08585629398256783,0.07934109809757406,0.07522372013709562
6,0.07379131022685037,-0.8554865938665539,-0.8605563856254825,1.1457401513062704,0.9667083508841717,1.0641421295928235,0.032881719627172346,-0.025556778095590982,-0.019820871374002055,0.09379934533433727,0.07914238601167806,0.08711908559135431
7,-0.5320849427026636,0.578071824175934,-0.06558823074360065,0.9783295202973744,0.7872834364386601,0.9668906916641706,-0.046366276113721086,-0.036074060186034484,-0.015529076471590297,0.08009378998494675,0.06445324554793748,0.0791573160660605
8,0.4753848589164649,-0.7905944111288215,-0.2290897521151299,0.8253776425913859,0.6986995570164296,0.8468501835147293,-0.08937616960811809,-0.012556381425968377,0.06491690897722141,0.06757193900443491,0.057201069248774966,0.06932985053380081
9,-0.1604203425697457,-0.22228875884257612,-0.3019618201709083,0.6422303865451339,0.49586039136499144,0.6622340570688785,-0.019344793550807315,-0.018144504019921723,0.014614937660847952,0.052578055342481514,0.04059505233108989,0.05421571417965338
10,-0.1853505112299122,-0.11185983976106881,-0.7175296539054318,0.7058915687598248,0.5102626433415711,0.7914117980610859,-0.011837087594164863,-0.016616298255005418,0.02566011038370603,0.057789865325702856,0.04177413373535634,0.06479122556976702
11,-0.2107582488235142,-0.21333686449781863,-0.42693713805100186,0.6433850516993039,0.4954592542582505,0.6716079114243566,-0.014678780077638932,-0.01972062880372949,0.01775838985605931,0.05267258782352079,0.04056221042014874,0.05498313124082173
12,-32.97827853027556,12.819702833072508,-24.872300282520165,21.53136101105486,9.101756288515313,19.814106865469693,2.2332869284013537,-1.6395757110991742,1.9942196476364726,1.762727391017961,0.745141718734161,1.6221394394575497
