Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,0.38885615179727734,-0.17239135917935355,-0.27282958304323573,0.7652928162568575,0.4974063981748944,0.6135376738647262,0.1549567227597962,0.004394538393530767,-0.13437142832733737,0.16244587707319366,0.10678505050787158,0.13133328950647088
2,-0.10121556032759438,0.7060395899705081,0.7479581263476518,0.8266776773294295,0.8261209679741691,0.6660866444593233,-0.04866397204483053,-0.031956721548982436,0.03875610673254179,0.1754234653286495,0.17658599175333717,0.14212407496410653
3,0.38436979527972515,0.364962079868723,-0.3651749278343714,0.7636140680880982,0.6323732394732328,0.6249172372289133,0.12531230058176968,-0.06566489758868554,-0.13484993988216962,0.16259352190957838,0.13523813228936882,0.13308891544239787
4,-0.18209705331833242,0.31246916485220877,-0.1940852060323024,0.794025187408185,0.6034930482415652,0.8443200195454511,0.07031201571333337,-0.04543099084723434,-0.004639348260384368,0.1690182538077117,0.12934864062896811,0.18011998053919645
5,0.523378429528796,0.3902169404813794,-0.42214796573645746,0.7464208442998486,0.6863375904967611,0.6556767960269556,0.016303033523461186,-0.10733422125815158,-0.10449151527863726,0.15916412692203277,0.14702204745378564,0.13962747214781937
6,0.44913593048649597,0.011426291620708406,0.6215282415682062,0.8138598841386496,0.6930191816598789,0.7559826189409394,0.0844807230057303,-0.10432137988761303,-0.0032297361404511893,0.17352165908227543,0.1478398113079951,0.16156998959370403
7,-0.3845173820715403,-1.444031021115033,-0.012000475228995944,0.6987736591090163,0.5645098510980057,0.6898169031871743,0.05858752060278647,-0.07666981300281535,0.011360928810218107,0.14859559031572633,0.12056043394319015,0.14696383921947373
8,0.015300923724519855,-0.16995893644244797,-0.10859180330874517,0.5979937133586098,0.4988923336273193,0.6052550171119297,-0.003755132283695284,-0.04863450730709299,0.0007339577119583664,0.12682655943559618,0.1067812597616522,0.12928564976175091
9,0.27709549405913214,0.05008610659479085,-0.14122556980548384,0.46239690445414594,0.355853436498387,0.47349745024101497,0.06056963625596291,-0.07730533294089703,-0.04227904949392973,0.09791856171011544,0.07625819234612233,0.1011604131976795
10,0.31802036941394596,0.19115901990085138,-0.1032175386302637,0.5057624681421664,0.3657270788854289,0.5624319793547965,0.04931971482467958,-0.08602713281477808,-0.040050161410871914,0.10729707033277143,0.07837379533602591,0.12017401779522326
11,0.2990117362629575,0.06133562287398539,-0.164128101489167,0.4630323649158826,0.355601932672165,0.4799287632800621,0.06226908342817851,-0.08459055203689284,-0.04476713706440956,0.09811077210546135,0.07624650798661255,0.10250634143948305
12,-24.957397853578346,14.549963911173839,-17.31255007360929,15.180838466702752,6.466263390526109,14.068301904862386,-2.6704186550877242,1.7643989100750765,-5.050402930742657,3.258812237404254,1.3854847557931669,3.0029174439659734
