key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.18559853600000004,-0.18124055181488075,0.02548897055041262,-0.029249580472537673,0.032505614937920736,-0.003871330886084934,0.05012624938758484
2,0.08948887,0.10141818941360725,0.035379133309158706,-0.20058726700129625,0.029750751248364706,-0.061436775939014865,0.03429083114195597
3,0.06469778999999998,-0.0838042700372057,0.030109840965599936,0.028913871146002634,0.029518262493049972,0.0076844225488770235,0.042445752949619976
4,-0.0490037499999999,0.0657823298322171,0.0363561817072094,0.0061573171637974156,0.030532663352420393,0.11848155860494103,0.04003231867298848
5,0.061815179999999914,-0.03676742226900842,0.032807880566603366,0.014151424497612197,0.03223507053124134,-0.05850259936951829,0.03397282379447502
6,0.04900375000000007,0.035468056069106524,0.045015263174380905,0.062395121554892796,0.031074670551562576,0.10129217249534861,0.04485509552147144
7,-0.04500016999999995,0.06324861793126502,0.05070881029228346,-0.006297135879378857,0.03948970746757946,0.16462678529576635,0.036244426205422176
8,0.11378162000000008,0.04547215511630043,0.027460511360098656,-0.07568693663298376,0.03707317674457833,-0.14848380293086905,0.037566176955317165
9,-0.01233103000000002,-0.061055352318845735,0.02859860253188719,-0.11140253831399605,0.03562697166474004,-0.0809575580341999,0.03576974014969
10,0.014252709999999835,0.024200423589121556,0.040399796162352286,0.017060967415126527,0.03353595543217694,0.15599534015855454,0.0389436212260522
11,-0.010089010000000065,-0.20786134317052074,0.02311948628710861,-0.052610982912959514,0.02783792285606679,-0.004892094581649076,0.031068065812250353
12,-0.10949332,-0.10652878918369879,0.03153736143155431,-0.06267270880120179,0.022374290651537215,-0.07765547056091293,0.03271601404757562
13,-0.06669954000000006,0.04430193476792965,0.041138887094721424,0.11037052287089466,0.037431158748846505,-0.008654105804467349,0.0337278565859548
