instrument,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_err,Y_zero_err,Z_zero_err
WDE-3,0.5509086240169635,-0.16547981806196405,2.3482419085478954,0.4821915060630872,0.5662097253136137,0.47123261061689375,0.05716621384960178,-0.188277914661969,-0.16776060900497666,0.08572421989413591,0.10066101574914524,0.0837759422274712
