Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,0.3582394289772046,0.39959157098810105,0.008850357484925464,0.24874222828953385,0.22835712108051723,0.28148437551710054,-0.00966938629869751,0.030289885425577534,-0.030360039187314447,0.055051421265467186,0.05053980966514134,0.06229788384911346
2,0.515069292809179,0.17090365523022097,-0.18851602831448222,0.22851324258055278,0.25911269864535597,0.36921468618252085,-0.05713893287984598,-0.04546205508196844,0.036746041683777486,0.0505743619901314,0.05734660871333798,0.08171428736058378
3,0.11760803196603575,-0.20000681519204844,0.3412698407294802,0.2629874868896503,0.25438058090909665,0.4251828570533023,-0.058329271969257634,-0.06029123109960666,-0.014827389117607614,0.05820417448833449,0.05629929944459546,0.09410111796139366
4,0.11431890405650136,-0.1656735272117773,0.1620435044912707,0.30601167381570005,0.24657790139835628,0.3676801909567167,-0.04933252380646369,-0.029613793909536893,-0.0028987116408458746,0.06772625077777517,0.05457241737400232,0.08137468131860612
5,0.15515971255389727,0.1072600153535528,0.07004985806683472,0.3242183272901305,0.23914895911876008,0.2902316744388089,0.001179703512220076,-0.015921013396875214,0.0004967644252431569,0.07175574947291834,0.052928249205775255,0.0642338199020726
6,0.6249271383805655,0.1035063105132098,-0.26364449107242427,0.33720633732875743,0.2429892626759435,0.347186613876779,-0.0019094670461223817,-0.01740193265862522,0.00045876584701087797,0.07463021306171554,0.05377818291358549,0.07683904268806692
7,0.40037409294198867,0.05976569490811623,0.11440782484356882,0.2433396418369359,0.24688414360070798,0.2711205279979115,-0.024385510961357326,-0.006354953929536,0.018580584544509282,0.05385572837969215,0.054640194462882034,0.06000417137854888
8,0.05708477964665282,0.11749109789646228,0.12602156065812176,0.25880128471978525,0.3026280349651645,0.26352883160225166,0.020312466296837917,-0.012714169835059463,-0.024309719510707373,0.057277684671398606,0.06697738791891547,0.05832398318010611
9,0.24579773600994426,0.008592775177827527,0.013966983995590487,0.15780929544313962,0.1813364194387951,0.18760784871845934,-0.025524519861547246,-0.010867366459422989,-0.00234006435287637,0.03492622344622212,0.040133229051360325,0.041521212407204015
10,0.22332162425829324,0.2285415048218351,-0.3293768546426117,0.15757280070743768,0.1784224833362762,0.18967827280512176,-0.027744688083025118,-0.0060591446087370215,-0.003339230831110429,0.03487388150174531,0.039488316916414204,0.041979438452329744
11,0.2577119768278966,0.014851380913568524,0.017473659165716415,0.1571412875320102,0.17379091274621145,0.18971899251063534,-0.027060969434715254,-0.00426060664249861,0.002687702690844729,0.03477837932392738,0.038463261008031525,0.04198845496176588
12,0.686771221052435,-2.674478666045027,10.980972080730357,6.930280391242832,4.879303134245732,6.1068147406840705,0.35841061030645993,-0.26746979481828176,0.6079966251915386,1.5338039448404064,1.0798833105442478,1.351555187358948
