key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.10660792200000002,0.10594966791673777,0.044508559173970376,0.17134319545391996,0.05158464955936499,-0.003351373315483741,0.06444521300048536
2,0.15981250000000002,0.07214054446140317,0.050306582712329836,-0.31185794687588775,0.041100763004471456,-0.10005286141632297,0.04749815628872972
3,0.02625317999999993,-0.041975663765704496,0.048407963064894324,0.40587207428542094,0.04540307638818422,-0.1519778607640223,0.04871149596823033
4,0.060510419999999954,0.23008596949330418,0.05836758733876303,0.20513588847768283,0.05849476624829446,0.36054962730269047,0.055488517360923806
5,-0.2805645600000001,-0.26089360795446126,0.06303910968318208,-0.1354226552496698,0.042905498218443,0.2881473940260637,0.047178811203196204
6,0.27875639999999996,-0.050035517566300314,0.06524383330946687,0.4033664813595905,0.04620421887110959,0.09240613226925376,0.04987155919270045
7,-0.38323172000000005,0.10010055597859946,0.04336352225442974,-0.36767261098306037,0.05065610425968768,-0.14312890795575406,0.044338363083920314
8,0.07469880200000004,0.06368826969828234,0.044957013436875755,-0.07682884066506901,0.037010071298725536,-0.025823533234859752,0.04610321410743098
9,0.27438527999999995,-0.1986307184792917,0.035981292792361945,0.07877579060817297,0.04046440828128507,-0.027276624828774132,0.04241692072946421
10,0.021290680000000006,0.1003065029170731,0.042410347361165265,-0.27324521411966884,0.050515028417762925,0.015762391098956385,0.04749834465276495
11,-0.2899836000000001,-0.09009805530478587,0.04610873154933962,0.2990150627167196,0.04607018184850508,-0.11657235123391452,0.0458243536901147
12,-0.09814924,0.0026214162705997524,0.04171995208052145,-0.15622319020209474,0.045079176064834754,-0.19125600135019205,0.05156948611056896
13,0.0670098465,0.12590094434321308,0.056233316569290336,0.16154120930154647,0.04053850817164027,-0.2870208284729614,0.05628806436020301
14,0.19740794181818183,-0.07153681347198493,0.05689217628614829,0.2798653529798223,0.039809850517190354,-0.07859880729698077,0.037440612425995355
15,0.03411167545454552,0.20662126710828588,0.03938741426610587,-0.06824503232747858,0.047008417077075676,0.04041529236184793,0.04780164068366765
16,-0.3647250383838384,-0.1502565492799004,0.05044238989718873,-0.05205039636616604,0.04824260286336601,-0.18892779658260572,0.037226701327643365
17,0.3198113484848486,-0.013206976311158414,0.0617988427525713,0.00634974191650528,0.046935867369786194,-0.04996340873024785,0.04854703756924506
18,0.03249632000000002,0.019500983492138246,0.05320124328487389,0.3241109351040663,0.04446786919894299,0.03384600701810392,0.04626236919539208
19,-0.41773979999999994,-0.6760661577803155,0.06246317502351105,-0.11689347208200118,0.07413757222221665,0.15521330166595249,0.05142725210837002
20,-0.06756539490909089,0.24326371583183004,0.05377631953688798,-0.27055986269258625,0.05640681932684882,-0.23179257794458685,0.04788965807014638
