key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.23010831999999998,0.386515635763204,0.04226091529826629,-0.34478031416114874,0.05116182980546846,-0.10193299216594731,0.03698420438197273
2,0.08191532000000007,0.033977351475720674,0.042057881770557096,-0.2996820767915125,0.03412162129839578,0.013580178513569852,0.04369638752150252
3,0.33119487999999997,-0.052355611129960344,0.037217441466799374,-0.14309232660260562,0.04568151182346635,0.002268384503838483,0.04750301850017241
4,-0.1916176,-0.01899767499889915,0.03886345802097245,0.02760736221244997,0.044654083913715864,-0.04318715442877874,0.04259935972704199
5,0.05798318000000002,-0.16567242111731773,0.05138096387179007,0.26732223630226315,0.04082470182280595,-0.014332489572089102,0.05128889017480024
6,0.03646033999999998,0.3442154029842035,0.05485822477586085,0.1337779544421025,0.04876319780003484,0.11825721916894816,0.04652528027079649
7,0.09476479999999987,-0.10529752408243187,0.0603708564440962,-0.005410110859465078,0.04242750709450329,0.040949897629542154,0.06289447557756035
8,0.02730507999999998,0.028530093360856768,0.034694263513916496,-0.08340482493908041,0.03487335016687649,-0.16599066141432806,0.05227924861138838
9,-0.06071369999999998,-0.17683129576988765,0.037986491858449274,-0.100094346688266,0.047615674486678,-0.056782801456285004,0.05023993142395016
10,-0.06729906000000008,-0.15493435135062583,0.05215933277973831,0.08249246944602362,0.04180940362519432,0.03093065574416931,0.0528767718398408
11,-0.06360485999999999,-0.09902178489147584,0.05757009612221901,-0.16563252340724688,0.038389849725173765,-0.05406792119925674,0.04190422696183694
12,-0.35780604,-0.03748609638607636,0.04368392798369275,0.7210268079257389,0.05171388365646226,0.17939692969033105,0.05375066474879244
