key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.1945221572727273,0.4735335669160996,0.2006988256172399,0.3120646436874779,0.14507768463129808,-0.2454825679879775,0.22501390441406646
2,0.05774225999999999,-0.083659491537599,0.2006988256172399,-0.00583195277851445,0.14507768463129808,0.00038640483523977315,0.22501390441406646
3,0.012002542727272691,0.07761786647060552,0.2006988256172399,-0.0023499058097868892,0.14507768463129808,-0.1240522463685778,0.22501390441406646
4,0.024137371111111083,-0.02218492879029732,0.2006988256172399,0.025767988298085243,0.14507768463129808,0.05688424691363991,0.22501390441406646
5,0.04617773000000003,0.1281310426322868,0.2006988256172399,-0.019302077638911896,0.14507768463129808,0.0918409671234599,0.22501390441406646
6,0.05480489191919191,-0.15871126449110307,0.2006988256172399,0.11743556113822252,0.14507768463129808,-0.07404907884695433,0.22501390441406646
7,0.07950606999999997,0.056589019739910824,0.2006988256172399,0.054173443344168966,0.14507768463129808,0.002675473428595865,0.22501390441406646
8,0.028349120000000005,-0.015431330099505482,0.2006988256172399,0.11022673676903594,0.14507768463129808,-0.41787499006278495,0.22501390441406646
9,-0.07420565999999995,-0.020580248948560254,0.2006988256172399,0.03751820683342544,0.14507768463129808,0.030101584143864105,0.22501390441406646
10,-0.07938923545454546,-0.3753705964029308,0.2006988256172399,-0.04569209322291101,0.14507768463129808,0.016659029509824563,0.22501390441406646
11,-0.07661491999999998,-0.10335208127917284,0.2006988256172399,-0.08163326577351881,0.14507768463129808,-0.07192611619551315,0.22501390441406646
12,-0.3076334000000001,-0.08902861331867662,0.2006988256172399,-0.18701379119180928,0.14507768463129808,0.2362042277956675,0.22501390441406646
