Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,-0.15869546968037973,-0.1188683887288286,-0.07781539703832574,0.7483468206799677,0.6870177367871281,0.846852395007242,5.5252727664489854e-05,-0.029648743028195708,-0.0032696668828633424,0.0929116210866391,0.08529737971735853,0.10514181565296415
2,0.2154301449000778,-0.025523770002947366,-0.5559422785752249,0.6874874323978414,0.7795466306710339,1.1107910078520873,-0.04437521483915955,-0.008672320655783272,-0.09553569759158374,0.08535569419235271,0.09678538811338541,0.13791137737277062
3,0.4775435615458077,-0.2447781947840925,-0.07028193174391761,0.7912040120992005,0.7653099066380253,1.27917256223779,0.05452462685572251,0.13036815041655359,-0.02004876452915294,0.09823273164273592,0.09501782525437497,0.15881696032507034
4,0.16773510028119665,-0.9122406267754197,-0.3665551187791918,0.9206433118092323,0.7418353798421726,1.1061744563080975,0.03269599312535665,0.009991999126192424,-0.03636808642653944,0.11430339356723275,0.0921033131815299,0.13733820356430856
5,-0.06707837049759378,-0.4660049940015117,-0.27925917196891953,0.9754184278763696,0.7194852294437465,0.8731687861538764,-0.0489260834957625,0.07202347915345111,-0.08933476934029798,0.1211040558209694,0.08932841353494039,0.1084091493126411
6,-0.17637843150267352,0.0939420555385756,0.44451653586871515,1.0144931407947242,0.7310389076672386,1.0445190195529541,0.042474849598059805,-0.0022867879392129975,-0.06462022607581576,0.12595541731893514,0.09076286000421807,0.1296833121121152
7,-0.5896029589030557,-0.24205025121238227,-0.23828227245923506,0.7320929935390869,0.7427567410501453,0.8156724675986843,0.05625261914306001,0.04657655122324538,-0.01939067368735503,0.09089374372008267,0.0922177073132434,0.10127063704585129
8,-0.49005176443155896,-0.1558793120845119,-0.12925072610914817,0.7786096865396134,0.9104635997712889,0.7928326563236155,-0.026490339630254933,0.038553095716344576,0.045603658269425834,0.09666907012044755,0.11303951831385876,0.0984349378804349
9,0.09360558750627421,-0.19819911063854412,-0.4370314831435116,0.47477295719432394,0.5455548757993998,0.5644225730489111,0.02064088479399792,0.012119679863203059,-0.002773464958726324,0.058945915442314104,0.0677339192371028,0.0700764462492953
10,0.053926670453566555,-0.17437592131076562,-0.6852280091850695,0.4740614556241393,0.5367882037242138,0.5706515105629503,0.026111988635570366,0.01561373585767234,0.019469750237948787,0.0588575770395565,0.06664548176141866,0.07084981250823558
11,0.07065703770342385,-0.2711580745418432,-0.47058963945756194,0.4727632381483952,0.5228540300776838,0.5707740150966059,0.022075950500267765,0.017639672764850792,-0.001808607178874766,0.058696395967207236,0.06491546712362325,0.07086502427972578
12,-13.538337376373976,8.491719245306747,-7.994605986981744,20.849910864491974,14.67949738551435,18.372494992626333,1.07424353117816,0.08277300766362305,-0.9986757588637674,2.5886416600107838,1.822547955165294,2.281055649532665
