key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.10660792200000002,0.09281214436856633,0.24335413483631027,0.0059754918769172605,0.24959531162523463,0.25657799732144193,0.2778372993718854
2,0.15981250000000002,0.12886991073672327,0.24452344635741707,-0.24185155706838657,0.24742268957170255,0.19790001120750977,0.2702129156324435
3,0.02625317999999993,-0.0693452314204066,0.24561209662099315,0.07850562150473905,0.2466386838215789,-0.2863591712681539,0.2709521495636421
4,0.060510419999999954,0.153296941521206,0.24625491095638252,0.16476636988766558,0.24809288785303443,0.2229277396426088,0.27223864563709266
5,-0.2805645600000001,-0.4270960119411722,0.2472434322189705,-0.09473657532716118,0.24866066532159153,0.41944366693576907,0.270780811826694
6,0.27875639999999996,-0.17270900427790625,0.24595084166212028,0.13262588853903878,0.24701578972734226,0.3019081462322881,0.2721414205194544
7,-0.38323172000000005,-0.16616155598264637,0.2458116606605542,-0.011317762499608364,0.2477298240396043,-0.0356019435849837,0.2723177913196992
8,0.07469880200000004,0.007629773541877327,0.24427828634129825,-0.07372910634561691,0.24993168452398332,0.0007540852107865703,0.2717983399973373
9,0.27438527999999995,-0.13877889573268298,0.24380735280631932,-0.14907787395030425,0.24698106123260802,0.11604739036485912,0.2726442411749295
10,0.021290680000000006,0.06810002310405494,0.24457921788661766,-0.271439117438355,0.2504964195561393,0.012299096409791765,0.2707248814076769
11,-0.2899836000000001,0.08129828241237469,0.24457774254470727,0.10316997140815687,0.2482544352153066,-0.06160245623136951,0.2710530929246175
12,-0.09814924,0.10447545337977004,0.24488250773485984,-0.125135535545418,0.24889225172679946,-0.033484498106881366,0.2718707108259584
13,0.0670098465,-0.01064201724141789,0.2479305467279015,0.2862996351093301,0.24972465105332126,-0.36147863417559845,0.27210178189504813
14,0.19740794181818183,0.13217315233413274,0.24446323018534197,0.10679657941149401,0.2476109177131992,-0.09155240672347698,0.27189561395414885
15,0.03411167545454552,0.1322355377963671,0.2432427269596965,-0.00646424175280913,0.24881873771537275,0.11108246590332549,0.27122556479704163
16,-0.3647250383838384,-0.1340394885025269,0.24529917645726795,-0.26798758199355177,0.24802068372596334,0.031655763227411704,0.27060267396654175
17,0.3198113484848486,0.00019508494074038651,0.24399030905356892,-0.21834430202681432,0.2518523097558039,-0.06806744965683265,0.27102117345841553
18,0.03249632000000002,-0.08156468264836825,0.24464893639609162,0.3303665713248449,0.24747189469763944,0.06613749553831927,0.2740243229502956
19,-0.41773979999999994,-0.5689132956125711,0.24771711468215182,-0.0478703956885127,0.24990771929731598,-0.13699511137689235,0.27508842212070583
20,-0.06756539490909089,0.2808377491905478,0.24389584878596382,0.15747876865560073,0.25119557277655147,-0.31844597966297605,0.271097842285423
