Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,-0.19374056279877427,-0.5482817833481276,-0.07972212333820772,0.19718247431565497,0.19718247767228508,0.19718247853746898,-0.048190704379891924,0.06285293180935995,0.010366493059799309,0.03536526954375489,0.03536526910145566,0.035365268113353325
2,-0.12818901397699367,-0.30457158959983804,-0.5134683047416645,0.19718247649805545,0.1971824748902851,0.19718247751562357,-0.019558302093344946,0.11722351898484881,0.0355391935234437,0.03536526937914414,0.03536526940433152,0.03536526929987043
3,0.06319894206860388,0.8777108723024878,-0.2538510066708377,0.19718248308502068,0.19718247718314585,0.19718247813815873,-0.021215836618072803,0.038653700531021906,0.06042464425979566,0.03536526844822835,0.03536526929173542,0.0353652693148631
4,0.3844630451952302,-0.06417953788154503,0.7709063804579309,0.1971824770624377,0.19718247516593934,0.19718247518483106,0.050030251633579596,0.09061010147859826,0.014197821004915068,0.03536526967058903,0.03536526941552646,0.03536526921714888
5,-0.2293397055673223,-0.5277916461319315,0.05403485069739267,0.19718247863236513,0.19718247858502108,0.1971824787334844,0.017778567486931608,0.03261804005617817,0.003989153505286391,0.03536526831705525,0.03536526959390549,0.03536527064195015
6,-0.17229630024142173,0.015581277369566715,-0.7070684877958912,0.19718247775710018,0.19718246749577087,0.19718247791089216,-0.014408179296827943,0.010386491492427763,0.06323205649346923,0.03536526973679342,0.035365268021275445,0.0353652696475815
7,-0.2616914673254156,0.380366981481683,-0.2175283419542644,0.19718247913247355,0.1971824757078818,0.19718247986796614,-0.025292836517758065,0.0760652540532852,-0.01809034036567647,0.035365269825797706,0.03536526957584372,0.03536526887392235
8,0.05337802594312988,-0.18179720618508396,0.3238502856228401,0.19718247271726086,0.19718247566592276,0.19718247519033597,-0.04330220563956397,-0.014026744081018738,0.07693166595331077,0.0353652694445435,0.03536527106987825,0.03536526958141519
9,-0.09494727599065562,-0.39349838269582066,-0.15251968545723005,0.19718247529685373,0.19718247912529374,0.19718247456304222,-0.006646164691446992,0.01719989778113236,0.01387426664451891,0.035365268935245824,0.0353652693561082,0.03536527044726434
10,0.31750990834704285,-1.1330796671558114,-0.17086758780185085,0.1971824771053078,0.19718247579712234,0.19718247646249795,0.003462287238108388,0.0306987904437373,0.018433791198014138,0.035365266517348316,0.03536526997187019,0.03536527040450205
11,-0.019403152259363843,-0.30152227307133456,-0.07229515426266331,0.197182479179156,0.19718247700957242,0.19718247917095555,0.004941221813447916,0.0285683948711702,0.018731702655655824,0.035365270460594296,0.035365269594817124,0.0353652698301202
12,12.149613769441094,-9.343877613871356,9.170417183685364,0.19718247796214908,0.19718247719337156,0.19718247537452166,-2.3391131566503893,0.8722489434537642,0.43603564720224885,0.035365269552671635,0.0353652695235857,0.035365268581644814
