Dir,Xdata,Ydata
X,9.4857,1.0618
X,16.67,0.4341
X,18.9742,0.6914
X,28.4514,0.467
X,33.3449,0.2751
X,38.1129,0.7303
X,42.8409,0.3584
Y,7.9928,0.3332
Y,15.9214,0.3154
Y,16.67,0.4263
Z,16.67,0.3855
Z,5.7948,0.2701
T,2.524,0.507
T,5.581,0.5163
T,5.7466,0.4978
T,9.4461,1.0426
T,16.67,0.5975
T,18.9742,0.8149
T,37.954,0.7714
T,1.2203,0.5554
T,0.9341,0.6546
