Dir,Xdata,Ydata
X,5.5115,0.1927
X,5.7706,0.1841
X,1.2051,0.215
X,16.6005,0.4073
Y,14.2831,0.1338
Y,16.67,0.467
Z,16.6005,0.4915
T,5.7948,0.4824
T,16.3938,0.6267
