Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,0.23341643018078975,-0.10189973291664312,-0.15098605873512097,0.4472028788935902,0.289293622807007,0.35886950341344226,0.158759457234918,0.0013309414331584835,-0.1354677577769792,0.16280027436246133,0.10531478576014669,0.13064328670117048
2,-0.06827498630363782,0.4202801803655658,0.4647306190436166,0.48357087002767274,0.4864793119461094,0.38628350774423736,-0.048087494111585416,-0.026655957197245967,0.048128477659577694,0.17603971591470938,0.17709851263261422,0.1406231129150934
3,0.22644264003042466,0.2202127192507194,-0.20551114804146176,0.446458496463052,0.36997477111364846,0.365310110114911,0.1288055066084923,-0.062032962312486666,-0.13653155329683142,0.16252929037503733,0.13468606313432324,0.13298793300380188
4,-0.12841037340045114,0.18162364675559806,-0.1053162919974489,0.4625850814975674,0.3540477300854187,0.49495619444208055,0.0667937790446379,-0.04417377632863251,-0.005709153048580405,0.16840003548595983,0.12888795673435757,0.18018444658513477
5,0.31228798836195215,0.2241189274326317,-0.23627785967092962,0.43650871085361914,0.40338430860892394,0.38245074908290555,0.021381263489066993,-0.10475903217364689,-0.10623087391590744,0.15890716448036996,0.1468485097572466,0.13922783335705577
6,0.27069639372206994,-0.010420823180478322,0.37750016955838206,0.4768926101541571,0.4023739702436506,0.4429289740241472,0.08903429408693864,-0.10601278179965168,0.0027163128444938067,0.17360856194029864,0.1464807141630456,0.16124441378169055
7,-0.23682470291834434,-0.8798645708569633,0.011384692328013535,0.40721112066359977,0.327691807304365,0.402449885799752,0.05559414776374161,-0.0920342566382521,0.013545639039256763,0.14824162850452038,0.11929332195686711,0.14650836000268927
8,0.01467256837117692,-0.10138383617287776,-0.06555912478230033,0.3435477839504736,0.2908204420337741,0.35248535739245973,-0.0030990349046933208,-0.0504354412595234,-0.00046275332205861425,0.1250655657841824,0.1058706258060789,0.1283191830866159
9,0.1652906517235996,0.028431094788045952,-0.071645840019842,0.267316219298524,0.20639249922209307,0.2756423706068246,0.0633833136682611,-0.07751195123507126,-0.0418717594224748,0.09731411863074636,0.07513537080098757,0.10034518128182579
10,0.19057763605696487,0.11250777437056551,-0.05025585831591537,0.29381398472784237,0.21238715415201873,0.32941016189085853,0.05259204822745201,-0.08496254981895397,-0.03950116215495237,0.10696039749228031,0.07731767672542057,0.11991887222343978
11,0.17886024369783923,0.035210339866376374,-0.08679792809832451,0.2677968327577223,0.20622551999448466,0.2795440622116492,0.06538761657647695,-0.08487589985789146,-0.04477895356593854,0.09748908265424934,0.07507458762053937,0.10176555889761091
12,-14.896960580613934,8.699364859418237,-10.251932835850926,8.962020755059358,3.78843354104643,8.24724639440079,-2.889584658763089,1.8831681342039945,-5.196483008758682,3.2625448483488846,1.3791459087346694,3.002337549482579
