Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_err,Y_zero_err,Z_zero_err
1,-0.10076703401318873,-0.5859073440214448,0.8478738439194636,0.17347911513253733,0.5422491838799504,0.23530203422953008,0.08040490931917643,0.0652544840523026,-0.07781073840827872
2,0.29247518567741015,-0.7359819902141103,-0.8216893764854734,0.3031304035674011,0.2492303122680343,0.22453599994183882,0.08039876535765456,-0.09743942571835411,-0.08339723864272681
3,1.8214025330022916,1.4079139353688392,-0.1560057570856381,0.6475132665210268,0.7765940888011371,0.20106641779235485,-0.07200261925510092,0.010357092879204909,-0.033307524976013164
4,1.2005956079495694,0.1507833975654197,0.6390396041544567,0.5162435612672954,0.9631406029021926,0.7168125510496658,-0.04297770959764994,0.00894321981213631,-0.1384562024571072
5,0.09102074209445979,0.27327603737125944,0.1973072263895048,0.3471920665862527,0.08794708918325045,1.03375563883063,0.1531360461698604,-0.015045542986149726,0.04805403404785945
6,-0.5083555609461359,-0.9327975968965999,0.08600951061871413,0.5131817145681428,0.5120489003009366,0.9508676335577555,0.039574545989013464,0.02387200146031859,-0.08020744016767352
7,-0.7627767778143646,0.8877103977362876,0.493360369868795,0.6146664073272373,0.2943901944679844,0.2933713335691753,0.006504116240511153,-0.013164535276748256,-0.07073924374403419
8,-0.5026813358110533,0.05447488619297551,0.3386580275128692,0.20674306969883097,0.1280070595634448,0.15820502773812323,0.14694437133131277,-0.08914530540345596,-0.12900393062299273
9,0.14234084707109748,-0.2105064628953707,0.055139282768553816,0.2022927101552809,0.3094532591642847,0.07530959626752089,0.08467632528583763,-0.03870315746447273,-0.06293229716318001
10,0.5325503212254333,-1.3405879129109062,-0.14885232352945296,0.22225239289512846,0.23736799227387193,0.13873187213003946,0.0735347853789495,-0.04360509389766389,-0.02829807684214084
11,0.13658824853236876,-0.2629612269172621,0.0630904813719469,0.2191360583318542,0.27000522283950107,0.10523716277029128,0.0827270604908393,-0.042968504482155334,-0.06983214899111442
12,32.422222268623166,-4.904519248004484,-7.7256346436691015,57.91028228706594,24.545998153499067,43.010586373692306,0.5499034563233393,0.49837542817076147,-0.828025087526001
