Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,0.0043573673982617205,0.049620390775679674,-0.03982010373073155,0.1825148913091409,0.3060879403817149,0.33073891796125354,-0.015576750672785744,0.023404859786129273,0.021645971966205324,0.029137531981372634,0.02348185029839186,0.04098313958500373
2,0.40971367990907254,0.22056886442793017,-0.010942470268547761,0.2808636903964651,0.32045258544742966,0.2848615175404795,0.3919647569888196,0.21344285236236882,0.00899339087954587,0.02864697078320437,0.022291520835965802,0.04266400332054309
3,0.22607828635019675,0.05857391300610731,0.7101691463688783,0.38774460223445273,0.3799318913255936,0.39571028031064404,0.21618285192497033,0.043333209170609455,0.7644414700542742,0.031229085928833052,0.018622675180729378,0.04383697722525555
4,0.12619199192245983,-0.23673318438892,-0.24149753640499286,0.3935123224795206,0.33857674361597434,0.3834540833229342,0.10830440910008687,-0.24387240004673982,-0.1843263823977117,0.027076294948499804,0.023621460828086326,0.04420762251047409
5,0.1674868608344865,-0.2860703265962037,-0.2929821401180796,0.3035537474682115,0.3522066029199508,0.28421675128075247,0.15928595691699998,-0.28716723575384906,-0.28359651836076716,0.04053509509670924,0.027261739547508324,0.040807762457506405
6,0.5631960004814577,0.22375370922585722,-0.28891651694702436,0.3655285324358402,0.33364050096647585,0.39490919223675314,0.5540195730077722,0.22781997699342638,-0.24591178079832554,0.03790707199637233,0.03563576047194839,0.045241205872249925
7,-0.22137044837990322,-1.3185479259406276,0.2226994444108869,0.4360874418748176,0.48499484994406666,0.3799440133100508,-0.26070405699391874,-1.3072635586567418,0.265518202245292,0.03978808257423858,0.038166098238811806,0.04362483098941066
8,0.3987708446761453,-0.32447835698963073,-0.5268496793373675,0.35541298935042004,0.24848371580514514,0.2149416831604728,0.38509817003048386,-0.33113104254887293,-0.5161460907435764,0.02857615651539706,0.02942765438858581,0.04800825514527613
9,0.23041534079175702,0.09947777363480767,-0.11059796315773363,0.1788940419811267,0.17023203766016592,0.19972360651439253,0.1986658551532866,0.10942930896070224,-0.0845306654636544,0.026241248478000818,0.021169066133884307,0.04051920876186641
10,0.28495959683673083,0.15408684298345648,-0.13754866905918536,0.1726011028465184,0.18172069162832674,0.1966243254065156,0.2588857602014628,0.1621041157527685,-0.11143182683454755,0.038825871195834284,0.027974496418938854,0.026689004265108913
11,0.2455889650394523,0.05669327154768762,-0.09824936036301443,0.20043104440723972,0.1765140275948869,0.19336707327699926,0.21507798057804028,0.0656796587562185,-0.07642828702753346,0.026324397479429162,0.021729534876745265,0.040970387469036196
12,-22.635747079910146,12.347620346527192,-23.512902239258185,11.273176718071303,4.36139714190606,9.043736520227634,-22.66487201930866,12.470382750276032,-22.61372183169893,0.17622268525558285,0.19042031841519216,0.12080361158225181
