key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.10660792200000002,-0.0376845258600369,0.019097834082407946,0.014156767859954567,0.01302385551499936,0.24175381134317675,0.018873145069401225
2,0.15981250000000002,0.02241247656354517,0.019479363476351864,-0.21046155227139485,0.013198918985011205,-0.1235328605292203,0.019696622230072684
3,0.02625317999999993,-0.00012711820491517756,0.01952317719311661,0.08643118892402013,0.013252183601805237,0.08714602503990676,0.01963545246767437
4,0.060510419999999954,0.06353134998941101,0.0194006216964736,0.05494945576192034,0.01347719787867877,0.28244118640600746,0.0186016749915183
5,-0.2805645600000001,-0.2080844481299664,0.019286486839824077,0.23676116923023072,0.013639848498898597,0.04800219873116163,0.01974730935669266
6,0.27875639999999996,0.06607954901682689,0.019492857585669092,0.08511848593591509,0.013858345293925633,0.2966642081732047,0.019513870012320904
7,-0.38323172000000005,0.24043452617266325,0.01914970059350241,-0.09073682211349476,0.013854563196687802,-0.14256555416918104,0.020086812664301783
8,0.07469880200000004,0.04707313772864552,0.019230108452129396,-0.21807881166993015,0.01386740091323171,0.1244790437784502,0.019754820753225093
9,0.27438527999999995,-0.06476617959889097,0.01908824592187848,0.049903101632216895,0.013741796670052087,0.08827368979288153,0.019765420925102577
10,0.021290680000000006,-0.13510522424119387,0.01923013052908075,-0.26785346534288834,0.014021079953021614,-0.20068085053239315,0.020565973185509408
11,-0.2899836000000001,0.05429775396086711,0.01910315922427271,-0.21219985126662833,0.0139043698039727,-0.11715331295880205,0.020780398167166203
12,-0.09814924,0.11430862183365065,0.019058379203677155,-0.09323617123136518,0.014044875330844695,0.01374689142987151,0.020147084001271697
13,0.0670098465,0.21895059331166067,0.01895296350754977,0.07010000841436703,0.014017655437021305,-0.6003515364689349,0.02039589941216083
14,0.19740794181818183,-0.1382257867573955,0.018460627443580627,0.02740967113408921,0.01407427220619496,-0.1834016133809584,0.021328402157825332
15,0.03411167545454552,-0.034844352951530766,0.01847188646292261,0.2427500930266584,0.013802909359830886,0.2685685950465029,0.02121432158461692
16,-0.3647250383838384,0.05152515037912053,0.018392473385390965,0.024672473777078707,0.013831191014795838,0.07660852393994588,0.020757640117103484
17,0.3198113484848486,0.02898203368810215,0.018288941258104853,-0.009207428379284455,0.013850860924395103,0.058146996612634894,0.020770415795822953
18,0.03249632000000002,0.005714247198902456,0.018593980556899137,0.1768627936789149,0.013932053108429033,-0.23911763144710108,0.020645681056288192
19,-0.41773979999999994,-0.5658901996299335,0.01845784411334265,-0.18902875380130668,0.013613362912299667,0.18725796353879431,0.019929974653763154
20,-0.06756539490909089,0.32636970333472703,0.01825640812060315,-0.1556413992012433,0.013389617097248225,-0.23883175968108716,0.020033824299910383
