Probe,X.slope_cur,Y.slope_cur,Z.slope_cur,X.slope_cur_err,Y.slope_cur_err,Z.slope_cur_err,X_zero_int,Y_zero_int,Z_zero_int,X_zero_int_err,Y_zero_int_err,Z_zero_int_err
1,0.5296594821270395,0.44873551163492825,0.20694632204284932,0.4251759949529916,0.27504454620621654,0.34119346210574375,-0.0805423387162371,-0.11266180511128716,-0.01863385799521521,0.13764979343929415,0.08904506651726019,0.11046063076757762
2,0.4193647690776386,0.5023970225298788,-0.053114710022669015,0.4597526609305693,0.46251788051797993,0.36725719904959775,-0.08172629515158666,-0.08430988328510969,-0.1141018732970904,0.1488439119158442,0.149739145846579,0.11889870899002601
3,0.059088947026176994,0.9634812833749558,0.6113603440703326,0.42446827311699753,0.35175174560435174,0.34731683794870194,-0.12474003492446069,-0.01653973080256574,0.02181539265293323,0.1374206702554138,0.11387885235946277,0.11244306309942026
4,-0.017436280240980206,0.21723580724850505,-0.14057406462803557,0.43980061001034676,0.3366091704077558,0.47057725279809054,-0.1533224716881576,-0.1402190045546715,-0.10979556186097175,0.14238445640990763,0.10897647793730009,0.1523483491638494
5,0.21940657536656472,0.11680988363327821,-0.051818838356062664,0.4150085707806902,0.38351569899931426,0.3636132233414091,-0.1735770624985089,-0.07187915201564833,0.0400920502397453,0.1343581124227655,0.12416236445520186,0.11771898058350985
6,-0.06417904580977632,0.8682191190268003,-0.08877577077196351,0.4534033707216595,0.3825551779636235,0.42111261690059654,-0.07334550448879949,0.03162902992311045,-0.03375831312016534,0.14678834087492446,0.12385139523317737,0.13633428415410648
7,-0.8166849911470476,-1.1588711175023807,0.09173577313952186,0.3871540244695772,0.31155141639283473,0.38262734117898894,-0.10937173011402908,-0.15073756100906732,-0.07028230015973103,0.1253402639648377,0.10086408421491648,0.12387476169269263
8,0.3864720145465851,0.5269805578526878,-0.1346795647421488,0.3266264259701183,0.27649615051735954,0.3351237440342294,-0.1369523255952598,0.0027798198925743645,-0.08904145464476433,0.10574458611818081,0.08951502955865538,0.10849557514763596
9,0.0740703781993015,0.4762278248378774,-0.0358408038645297,0.2541496217885286,0.19622667250598833,0.2620656747319684,-0.11787180323242691,-0.04478413483375991,-0.00966384335930437,0.08228037894755925,0.06352795334070045,0.08484317883261325
10,0.42793430586681247,0.3419910595146436,-0.5048554997329034,0.2793422391535684,0.20192607007563237,0.31318513319059904,-0.10398038563466254,-0.07149197239256991,-0.03662538600000488,0.09043643533418619,0.06537312072096839,0.101392998961952
11,0.11967590328876128,0.47930522660109476,-0.01108329018823695,0.25460655955411465,0.1960679248051905,0.2657751668399098,-0.12260708756172961,-0.05459967934582148,-0.01800749929512846,0.08242831194059781,0.06347655941001494,0.08604412904451134
12,4.8273693378426685,-4.10296367127114,11.976324317117392,8.520598475403613,3.6018350233142824,7.841030095136425,6.169650390224603,-1.7903170387141458,-2.375010922970034,2.758524971551426,1.1660861576094004,2.538516198392978
