key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.28,0.3863813037928736,0.2458082062142108,0.2517936276907058,0.2256635527233677,0.08618683229382107,0.27816412343270763
2,0.096,0.07754669032581417,0.2458082062142108,-0.07959919069143062,0.2256635527233677,-0.09054952077983104,0.27816412343270763
3,0.345,0.24317812587490195,0.2458082062142108,0.04464395416673739,0.2256635527233677,-0.008694719015093,0.27816412343270763
4,-0.3,0.11726322346235565,0.2458082062142108,0.09700540578178264,0.2256635527233677,0.0186558089848834,0.27816412343270763
5,0.084,-0.08569834428962864,0.2458082062142108,0.0911109776013106,0.2256635527233677,-0.05722016796320518,0.27816412343270763
6,0.083,0.12171449676961645,0.2458082062142108,-0.21693599596895646,0.2256635527233677,0.3212871088050804,0.27816412343270763
7,0.103,0.1474070719331344,0.2458082062142108,0.5073806889976407,0.2256635527233677,-0.17734734525900284,0.27816412343270763
8,0.042,-0.018424485568445448,0.2458082062142108,-0.09820069388945284,0.2256635527233677,0.14424226302989496,0.27816412343270763
9,-0.1,-0.2808861458432901,0.2458082062142108,-0.18711782018645096,0.2256635527233677,-0.2885489181088729,0.27816412343270763
10,-0.103,-0.272515413752906,0.2458082062142108,-0.055843212652987965,0.2256635527233677,0.0037586222008485493,0.27816412343270763
11,-0.101,0.05220845846636735,0.2458082062142108,-0.035960056961005904,0.2256635527233677,-0.17819242976297822,0.27816412343270763
12,-0.428,-0.05501260559348253,0.2458082062142108,-0.403158025970594,0.2256635527233677,-0.041596022336483074,0.27816412343270763
