key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.10660792200000002,0.10815554602962862,0.019713532171647712,0.012664087608321495,0.018412549234319918,0.2814676735884043,0.020821260861893558
2,0.15981250000000002,0.1386830478870893,0.019767394033163087,-0.24198099680867102,0.0184695173946994,0.1970499688648495,0.021629192241893365
3,0.02625317999999993,-0.07441573003429092,0.019745421303339443,0.08387529975361474,0.018540075842682455,-0.2932686282270498,0.02166224249927317
4,0.060510419999999954,0.1480323322763537,0.02011689797594179,0.1544857660468537,0.01896045583836868,0.2205033792990001,0.020446199711312115
5,-0.2805645600000001,-0.40619216665789537,0.020082395320740788,-0.08939616179405618,0.018918036367585832,0.4177260229547688,0.021337949167490575
6,0.27875639999999996,-0.1811872293915835,0.020260641885311077,0.14148435919837965,0.019147073433751372,0.2955254847740676,0.021165065880851222
7,-0.38323172000000005,-0.1435145413980221,0.02014923503616372,-0.005750375431738064,0.019366889450198425,-0.033439305172440204,0.021766488545812493
8,0.07469880200000004,0.002392279209189496,0.02008142363819961,-0.08292804263783893,0.019149910105255016,-0.01365921503759826,0.02148094982506721
9,0.27438527999999995,-0.13896965046784615,0.02002683485039459,-0.14093393224683126,0.0189215729888426,0.11205336514597208,0.021400877628428155
10,0.021290680000000006,0.05497286004900559,0.020109987661273376,-0.2649966049122767,0.019182220253063122,0.0062807395415265255,0.022080750655568068
11,-0.2899836000000001,0.09942078775106644,0.020043046016602933,0.09101316949661964,0.019142794204071643,-0.05167446694538724,0.022361218209255344
12,-0.09814924,0.0982390499015331,0.020161731011249972,-0.13813084451200552,0.01930453480776529,-0.041147289413127064,0.02194696321231976
13,0.0670098465,-0.020411971193727396,0.020105288310929396,0.29639762289614424,0.019632275023517963,-0.36536159877998564,0.022141948866740903
14,0.19740794181818183,0.12204193329341884,0.01993442206388412,0.0976129074163481,0.019726689713024763,-0.0928013073745182,0.022991337003809304
15,0.03411167545454552,0.1291223026016759,0.019775329132702982,-0.016494762636753535,0.019571782613869673,0.12375338508330913,0.02274428854311322
16,-0.3647250383838384,-0.1340220160079486,0.01988545563787532,-0.2587440586388041,0.019310440102436648,0.015311621178559331,0.02219122235439712
17,0.3198113484848486,0.009847434743548433,0.0201998021834863,-0.19264719271061637,0.019503879663337515,-0.08322827804590271,0.022229511514507794
18,0.03249632000000002,-0.08460482525334889,0.020201862308255047,0.33591714903714376,0.019540716334356112,0.07245922971402596,0.022576883162033563
19,-0.41773979999999994,-0.5493838442234171,0.020253088725448794,-0.07266734411501119,0.019260356402373297,-0.14442194374928952,0.022122759312785664
20,-0.06756539490909089,0.2729331716822898,0.020285698796186205,0.16880308230455654,0.01915714059935189,-0.32307538450888873,0.022248291301219126
