key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.1655530132,-0.3749967241224166,0.04862681748807441,-0.09452912410324821,0.05397380544217164,-0.05248819612039668,0.04360626169748949
2,0.014177519999999999,0.3607246507563886,0.047353322399837826,0.27649377755601523,0.07292472977203551,0.06941598497163781,0.05130803056885133
3,0.010737740000000023,0.08752260712595472,0.05129217278017262,-0.23456146240277592,0.043304592329233,-0.061954951604654696,0.05800699400312016
4,-0.016334560000000026,-0.14269631079058698,0.05638328890123508,-0.11616571490652738,0.06239872822912608,0.0031587805440373984,0.04917613652092554
5,0.15806114,0.32475265963015687,0.05494227103052501,0.15391712665621093,0.0449925255911568,-0.0003667492859591448,0.05620029718411779
6,-0.07530806000000007,0.09720519163466967,0.03787940395907601,0.07058022549180776,0.05421551634567982,-0.280115270082252,0.04527627329351388
7,-0.20214647540000003,-0.05677557749037021,0.0488929388920066,-0.07089687603722639,0.04047855580451407,-0.1259905320351038,0.05889787272000763
