instrument,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_err,Y_zero_err,Z_zero_err
EPD,-0.6185063945497168,0.5214590945918041,1.2257330857716975,0.1336852956029164,0.14654413238449185,0.16203730469508096,-0.0007481367675397765,0.012088545903347216,0.02379287293996625
EUI,-2.9417686779239656,6.33788463765463,5.532729121556153,0.2404815799565041,0.28594044764968574,0.3336565942937584,0.0621195377602589,-0.06976186660486212,-0.07070450399027657
SWA,1.1769145977818738,1.1092751655499282,1.1782043764738572,0.5350577909654686,1.0069820661056126,1.0384131982248974,-0.026212677145505257,-0.03185115854634769,-0.04551109353759118
STIX,-2.6922053701583977,0.6255122619129602,1.5837216621419432,0.0,0.0,0.0,-0.0054346883617481835,-0.05031058498512543,0.02608493948577789
METIS,-0.06882340455417459,-0.44813515991475794,0.775092507173557,0.05484388268755443,0.13190524319065502,0.12049319448702112,0.006957788709830769,0.05624518336228069,-0.06604605159702916
SPICE,0.5131494629473263,1.1013142608582758,0.24707076934664768,0.8223345519009633,1.0275988844608452,0.5698095453688008,0.01516151228220292,0.01812899023491802,-0.0032138822747185478
PHI,-0.03715263224535079,-0.44755309306038615,1.589988038136523,0.17517960683941944,0.2248880543540601,0.24756993234643657,0.0008104803034348133,-0.01670375658550213,0.0332240794261689
SoloHI,2.2929328099802224,16.019170218791416,-11.161135676306639,0.739630679474658,2.9550504289432364,0.4451345643350812,-0.012513824754662579,-0.13516410718392868,0.02783696363755079
