Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X.slope_curve,Y.slope_curve,Z.slope_curve,X.slope_curve_err,Y.slope_curve_err,Z.slope_curve_err
1,-0.0487785917491339,0.061132133103352984,-0.01737115700322877,0.29550503808111095,0.5557982961851112,0.5530143114166151,-0.08668996737354506,0.11985293131970776,-0.08068509878685437,0.009645861837362763,0.007806093792095402,0.008561745637515846
2,0.19593303296793949,0.10816428491026037,-0.4502770764491358,0.45754887752978707,0.8762423057658169,0.6369134564744756,0.1638094148641116,0.12252814888680141,-0.5176336242881725,0.008607021707518625,0.008474421437413438,0.00939157798899256
3,0.5058065060002054,-0.08846414990123237,-0.05530350441345526,0.4794439965391045,0.3123819055916275,0.726731245800138,0.5618571260642244,-0.006558557403617771,0.018296221801384904,0.009859973657944172,0.008633491727435076,0.009039357213134345
4,0.20137170138993674,-0.8584440295034134,-0.31938740611265715,0.7265063886619045,0.653507854007181,0.8548854224460763,0.18778413197194932,-0.8652940510813115,-0.40808596020315235,0.008668081414091191,0.00901147204280536,0.009399859412684718
5,-0.07092603600395493,-0.278234927546194,-0.12890934856640285,0.48765624965893634,0.837834296378337,0.7891592171105056,-0.03769615215642563,-0.22364519416577466,-0.17157446985713065,0.012317074802738942,0.0089956035369019,0.009912677898014257
6,0.04010877108874705,0.2627414006254832,0.4656808817966004,0.7918077569636862,0.5721254425720224,0.3201183214937171,0.013346802166265936,0.26413509029499305,0.4519864965612338,0.008789117033605812,0.007876477688359352,0.010026438799882369
7,-0.5184851600482254,-0.0864031959856196,-0.29851844944532,0.6721441120557702,0.6388786230625495,0.490115158196401,-0.5871571083154472,-0.03093786816252253,-0.2970722424913912,0.008429210563157956,0.008476477395337008,0.008377432182253074
8,-0.49478979986761856,0.003817514387488468,-0.05080187808134172,0.3388154770285141,0.7705830330381753,0.5354181127975336,-0.5215371159977527,0.06213362450548099,-0.09156484419145494,0.008015747288779133,0.007703733527981259,0.009085938213764582
9,0.06905500504375307,-0.08845459900323577,-0.45372806178512026,0.13417583687605716,0.4855294509616975,0.40624686633451385,0.08681561390626857,-0.015064884332280926,-0.4388796719756158,0.006558133947938716,0.00589646681277685,0.006922358963510315
10,0.021502957738265917,-0.06091357698945193,-0.712947785021462,0.16486644799380723,0.4897288217766046,0.7592162644067392,0.04140861901728887,0.009598070342431764,-0.6920622796342326,0.007620076671362334,0.0058318906999310334,0.006680693397293636
11,0.037590309962057374,-0.17440770893457713,-0.4935394673076884,0.13483969100631352,0.487033997376516,0.42207650376044525,0.06154769215727074,-0.10046646637840673,-0.4865758803980842,0.006520963471484298,0.00588177342747718,0.006999532536073852
12,-48.47331403252941,10.414088469641415,-4.811758310087237,27.013296469071,11.764214924432766,19.082285206512314,-33.42601824637613,7.91506387277991,-6.321535225566011,0.2902773387546314,0.12715357380529654,0.7319698198681508
