key,dI,dB_X,dB_X_err,dB_Y,dB_Y_err,dB_Z,dB_Z_err
1,0.26073135760000005,0.09059414868131199,0.0662778345438643,0.18048744235547076,0.0430531051741136,0.10952356366427907,0.03917240249932839
2,-0.016506719999999975,-0.09803016382852547,0.055729014658446645,-0.23799790690295142,0.06764081448535858,0.14412595805469408,0.044909388019483146
3,0.05849461999999994,0.2096036652023372,0.05029139450140014,0.00945801491770526,0.05777486473217276,-0.0036317777113978877,0.050650773525800774
4,0.0868604999999999,-0.1566947456304959,0.05167392915621003,-0.24402766185522173,0.04525176075006425,0.03237790440402932,0.046746994281682615
5,0.03028902000000011,-0.18318893813585646,0.05019246457217867,-0.1697891810486154,0.04969429086769562,-0.05680598556352123,0.03860528840504801
6,-0.037019899999999994,0.1717014723203505,0.06530209261596125,0.04019419333474339,0.048056740784118514,0.1786255920931339,0.056648757740764735
7,0.02003240000000006,0.04368178136660816,0.047055289373346784,-0.13276817271433838,0.05314217247450602,0.24533803341823202,0.041588506555698006
8,-0.03669933999999997,0.20645736851028573,0.04511672346533077,0.06700541785534853,0.03731429532942678,0.34110211290684944,0.049598247308726584
9,0.08734128000000008,0.029584419775275705,0.05397632905803732,0.1564514264158321,0.047211491571278796,0.08491307872202469,0.05453427789775286
10,0.13413702000000016,-0.16278822722029673,0.0559307948303027,0.01648313013108993,0.047921250450834924,0.19324170646139294,0.03848417188517344
11,-0.2988836,-0.10183033666310592,0.04501750448592297,0.28381270991201735,0.04341673409495156,0.34855502484716183,0.055157818028064395
12,-0.1844037,-0.1194378769353861,0.056213673067777185,0.09521392128940054,0.04342166228485131,-0.0410895478753055,0.04023855759477796
