Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_err,Y_zero_err,Z_zero_err
1,0.3531193905068802,0.4093818808005591,0.012588931491107442,0.19342819627451852,0.23471447776100288,0.1708062167456274,-0.006870943117657274,0.03177655976311413,-0.027644447440271596
2,0.5267725130903448,0.18112445322850745,-0.1990798656395068,0.24079428196307967,0.19871951401214996,0.23556241281942283,-0.05745860081212871,-0.04269511771432348,0.03710908879950305
3,0.10333627248559786,-0.18690615617843806,0.3320001526728342,0.17801117814619422,0.23670549494346937,0.14902072709757727,-0.05788642122104535,-0.05691774736479718,-0.01858584236840583
4,0.10439100891487446,-0.1459195625869033,0.14244468014649736,0.2048356019239223,0.1526325064513042,0.19449436872564738,-0.04645938664168916,-0.03177516802838923,-0.00411714267985661
5,0.13911659231800644,0.12790722177242148,0.06529631777842641,0.1895557952026725,0.15739537823949565,0.23484761170448146,0.0044782247470678905,-0.017275241451877504,-0.00281499009896852
6,0.6085101294360672,0.12088590337405856,-0.2771266240344111,0.2245340538494968,0.206876735287461,0.19009497489337476,-0.0019261359044186249,-0.019439495482391767,0.0016643789234790088
7,0.3732930987292685,0.0791396733075734,0.11416047976002035,0.18491472666794043,0.18218724530116687,0.21474483171023592,-0.02279916396813529,-0.005136318252950892,0.016422869180296052
8,0.03991882772155499,0.13301128707861762,0.12341209306138891,0.28087359372548465,0.1907860973143322,0.14534414131298262,0.024796773062730006,-0.011676765020274016,-0.0250782726285816
9,0.2404995104737641,0.020683390579804627,0.012528129384905638,0.17254051399860945,0.12945126822269598,0.14798503110662853,-0.023427558453362297,-0.009603005090636859,-0.0029010775997002766
10,0.21806660831975053,0.24299765183109429,-0.33410382364225516,0.17497964561893264,0.12683252344388674,0.142106705950026,-0.025632625806689825,-0.004653603199104354,-0.004124482762035069
11,0.25354323633119746,0.026800460018348193,0.016491923057178365,0.17451127014772624,0.128740790642252,0.14050121650446498,-0.02484750641840759,-0.002888193328938629,0.0019793359774084272
12,0.7566720735814574,-2.725427767167516,11.140151866194003,5.669572088949172,2.1794927606030634,3.1038013944555685,0.35204995805404743,-0.2459495583203315,0.4976202935451839
