Probe,X.slope_lin,Y.slope_lin,Z.slope_lin,X.slope_lin_err,Y.slope_lin_err,Z.slope_lin_err,X_zero_err,Y_zero_err,Z_zero_err
1,-0.20782347333519158,-1.0007876722753715,-0.20532889723306152,0.6329809723460089,0.49265687869629543,0.5910281210228121,-0.05175040725192701,0.07057969005761552,0.007938391287654436
2,-0.1534044677802384,-0.43236169997325014,-0.7416681491321416,0.35852165256410934,0.4572049702730345,0.3195945546097733,-0.017816242430457197,0.11811996024957501,0.04018200500360479
3,0.03033536494228506,1.1892279535986023,-0.34502882703737103,0.5265519441623547,0.48897117095136033,0.6240616041301633,-0.02733726289511245,0.029537799274508444,0.05839424880112421
4,0.4657037408075422,-0.1467869057256225,1.1075278988985329,0.32502939946886816,0.2744708267063269,0.9967538940027723,0.03582887164228067,0.09300280449209126,0.002862544907946963
5,-0.2771807308852131,-0.8718568628259973,-0.1278932720481809,0.6714134088412129,0.5137310293614026,0.9283438726630743,0.01557655289325711,0.04440510739988908,-0.0006160981889673987
6,-0.15283687555805223,0.09559523054359734,-0.9562688773699821,0.48546281571373123,0.4973621472132475,0.8630602439607209,-0.010481806891104506,0.014072202281555792,0.07260479958168752
7,-0.23227400048413627,0.4988163773751077,-0.271610589206709,0.46234150118210093,0.3103237244385612,0.504820009091295,-0.01936724174028945,0.07509602051766802,-0.017778298657942206
8,0.15807608953076496,-0.34764146836940407,0.43045391519138143,0.306578857115026,0.52207895349318,0.4507540162850746,-0.04877149960208431,-0.010836256177751384,0.07559715242619383
9,-0.0789356945357932,-0.6313748712495263,-0.2767604029652624,0.30406258726921237,0.2106996056137741,0.40558380268465927,-0.008382979763226531,0.02144243984206255,0.015029577932183721
10,0.5284840172453886,-1.6773348088304187,-0.2966203695864232,0.2847402049253277,0.17770702723216708,0.4058743867066893,-0.001188220859406565,0.04134156123186983,0.019300469021093298
11,0.03025745007239151,-0.47612274760939943,-0.13973648400372074,0.2898962982837276,0.17554315174205024,0.4209307179018722,0.002766199784476251,0.031872655117135835,0.019093185638394378
12,16.381743420364636,-12.033307756598305,10.993184415033513,8.173119727339133,5.757650136740459,12.472958953617356,-2.5767395239861135,0.9695622621696983,0.45203387201926193
